Column1,Scene,Listener,SII,Column2
Scene S06414 listener L0080 sii 0.5741,S06414,L0080,0.5741,06414
Scene S06414 listener L0009 sii 0.6373,S06414,L0009,0.6373,06414
Scene S06414 listener L0003 sii 0.6356,S06414,L0003,0.6356,06414
Scene S06415 listener L0045 sii 0.7079,S06415,L0045,0.7079,06415
Scene S06415 listener L0005 sii 0.6956,S06415,L0005,0.6956,06415
Scene S06415 listener L0042 sii 0.8109,S06415,L0042,0.8109,06415
Scene S06415 listener L0045 sii 0.7079,S06415,L0045,0.7079,06415
Scene S06415 listener L0005 sii 0.6956,S06415,L0005,0.6956,06415
Scene S06415 listener L0042 sii 0.8109,S06415,L0042,0.8109,06415
Scene S06416 listener L0092 sii 0.5015,S06416,L0092,0.5015,06416
Scene S06416 listener L0049 sii 0.5193,S06416,L0049,0.5193,06416
Scene S06416 listener L0035 sii 0.5888,S06416,L0035,0.5888,06416
Scene S06416 listener L0092 sii 0.5015,S06416,L0092,0.5015,06416
Scene S06416 listener L0049 sii 0.5193,S06416,L0049,0.5193,06416
Scene S06416 listener L0035 sii 0.5888,S06416,L0035,0.5888,06416
Scene S06417 listener L0084 sii 0.5809,S06417,L0084,0.5809,06417
Scene S06417 listener L0083 sii 0.5662,S06417,L0083,0.5662,06417
Scene S06417 listener L0057 sii 0.5182,S06417,L0057,0.5182,06417
Scene S06417 listener L0084 sii 0.5809,S06417,L0084,0.5809,06417
Scene S06417 listener L0083 sii 0.5662,S06417,L0083,0.5662,06417
Scene S06417 listener L0057 sii 0.5182,S06417,L0057,0.5182,06417
Scene S06418 listener L0064 sii 0.4219,S06418,L0064,0.4219,06418
Scene S06418 listener L0042 sii 0.4782,S06418,L0042,0.4782,06418
Scene S06418 listener L0035 sii 0.427,S06418,L0035,0.427,06418
Scene S06418 listener L0064 sii 0.4219,S06418,L0064,0.4219,06418
Scene S06418 listener L0042 sii 0.4782,S06418,L0042,0.4782,06418
Scene S06418 listener L0035 sii 0.427,S06418,L0035,0.427,06418
Scene S06419 listener L0019 sii 0.7892,S06419,L0019,0.7892,06419
Scene S06419 listener L0090 sii 0.6476,S06419,L0090,0.6476,06419
Scene S06419 listener L0056 sii 0.6355,S06419,L0056,0.6355,06419
Scene S06419 listener L0019 sii 0.7892,S06419,L0019,0.7892,06419
Scene S06419 listener L0090 sii 0.6476,S06419,L0090,0.6476,06419
Scene S06419 listener L0056 sii 0.6355,S06419,L0056,0.6355,06419
Scene S06420 listener L0041 sii 0.573,S06420,L0041,0.573,06420
Scene S06420 listener L0093 sii 0.6007,S06420,L0093,0.6007,06420
Scene S06420 listener L0085 sii 0.6351,S06420,L0085,0.6351,06420
Scene S06420 listener L0041 sii 0.573,S06420,L0041,0.573,06420
Scene S06420 listener L0093 sii 0.6007,S06420,L0093,0.6007,06420
Scene S06420 listener L0085 sii 0.6351,S06420,L0085,0.6351,06420
Scene S06421 listener L0059 sii 0.6385,S06421,L0059,0.6385,06421
Scene S06421 listener L0027 sii 0.6231,S06421,L0027,0.6231,06421
Scene S06421 listener L0026 sii 0.5882,S06421,L0026,0.5882,06421
Scene S06421 listener L0059 sii 0.6385,S06421,L0059,0.6385,06421
Scene S06421 listener L0027 sii 0.6231,S06421,L0027,0.6231,06421
Scene S06421 listener L0026 sii 0.5882,S06421,L0026,0.5882,06421
Scene S06422 listener L0056 sii 0.5416,S06422,L0056,0.5416,06422
Scene S06422 listener L0002 sii 0.6443,S06422,L0002,0.6443,06422
Scene S06422 listener L0092 sii 0.5414,S06422,L0092,0.5414,06422
Scene S06422 listener L0056 sii 0.5416,S06422,L0056,0.5416,06422
Scene S06422 listener L0002 sii 0.6443,S06422,L0002,0.6443,06422
Scene S06422 listener L0092 sii 0.5414,S06422,L0092,0.5414,06422
Scene S06423 listener L0009 sii 0.5363,S06423,L0009,0.5363,06423
Scene S06423 listener L0090 sii 0.4945,S06423,L0090,0.4945,06423
Scene S06423 listener L0026 sii 0.4902,S06423,L0026,0.4902,06423
Scene S06423 listener L0009 sii 0.5363,S06423,L0009,0.5363,06423
Scene S06423 listener L0090 sii 0.4945,S06423,L0090,0.4945,06423
Scene S06423 listener L0026 sii 0.4902,S06423,L0026,0.4902,06423
Scene S06424 listener L0058 sii 0.2909,S06424,L0058,0.2909,06424
Scene S06424 listener L0061 sii 0.3164,S06424,L0061,0.3164,06424
Scene S06424 listener L0049 sii 0.3274,S06424,L0049,0.3274,06424
Scene S06424 listener L0058 sii 0.2909,S06424,L0058,0.2909,06424
Scene S06424 listener L0061 sii 0.3164,S06424,L0061,0.3164,06424
Scene S06424 listener L0049 sii 0.3274,S06424,L0049,0.3274,06424
Scene S06425 listener L0098 sii 0.6853,S06425,L0098,0.6853,06425
Scene S06425 listener L0049 sii 0.6108,S06425,L0049,0.6108,06425
Scene S06425 listener L0055 sii 0.7471,S06425,L0055,0.7471,06425
Scene S06425 listener L0098 sii 0.6853,S06425,L0098,0.6853,06425
Scene S06425 listener L0049 sii 0.6108,S06425,L0049,0.6108,06425
Scene S06425 listener L0055 sii 0.7471,S06425,L0055,0.7471,06425
Scene S06426 listener L0080 sii 0.653,S06426,L0080,0.653,06426
Scene S06426 listener L0066 sii 0.7581,S06426,L0066,0.7581,06426
Scene S06426 listener L0094 sii 0.6913,S06426,L0094,0.6913,06426
Scene S06426 listener L0080 sii 0.653,S06426,L0080,0.653,06426
Scene S06426 listener L0066 sii 0.7581,S06426,L0066,0.7581,06426
Scene S06426 listener L0094 sii 0.6913,S06426,L0094,0.6913,06426
Scene S06427 listener L0070 sii 0.6575,S06427,L0070,0.6575,06427
Scene S06427 listener L0028 sii 0.6357,S06427,L0028,0.6357,06427
Scene S06427 listener L0001 sii 0.633,S06427,L0001,0.633,06427
Scene S06427 listener L0070 sii 0.6575,S06427,L0070,0.6575,06427
Scene S06427 listener L0028 sii 0.6357,S06427,L0028,0.6357,06427
Scene S06427 listener L0001 sii 0.633,S06427,L0001,0.633,06427
Scene S06428 listener L0024 sii 0.6274,S06428,L0024,0.6274,06428
Scene S06428 listener L0090 sii 0.5904,S06428,L0090,0.5904,06428
Scene S06428 listener L0008 sii 0.6028,S06428,L0008,0.6028,06428
Scene S06428 listener L0024 sii 0.6274,S06428,L0024,0.6274,06428
Scene S06428 listener L0090 sii 0.5904,S06428,L0090,0.5904,06428
Scene S06428 listener L0008 sii 0.6028,S06428,L0008,0.6028,06428
Scene S06429 listener L0071 sii 0.6446,S06429,L0071,0.6446,06429
Scene S06429 listener L0022 sii 0.6941,S06429,L0022,0.6941,06429
Scene S06429 listener L0057 sii 0.6594,S06429,L0057,0.6594,06429
Scene S06429 listener L0071 sii 0.6446,S06429,L0071,0.6446,06429
Scene S06429 listener L0022 sii 0.6941,S06429,L0022,0.6941,06429
Scene S06429 listener L0057 sii 0.6594,S06429,L0057,0.6594,06429
Scene S06430 listener L0002 sii 0.473,S06430,L0002,0.473,06430
Scene S06430 listener L0077 sii 0.4535,S06430,L0077,0.4535,06430
Scene S06430 listener L0042 sii 0.539,S06430,L0042,0.539,06430
Scene S06430 listener L0002 sii 0.473,S06430,L0002,0.473,06430
Scene S06430 listener L0077 sii 0.4535,S06430,L0077,0.4535,06430
Scene S06430 listener L0042 sii 0.539,S06430,L0042,0.539,06430
Scene S06431 listener L0096 sii 0.539,S06431,L0096,0.539,06431
Scene S06431 listener L0032 sii 0.6136,S06431,L0032,0.6136,06431
Scene S06431 listener L0011 sii 0.568,S06431,L0011,0.568,06431
Scene S06431 listener L0096 sii 0.539,S06431,L0096,0.539,06431
Scene S06431 listener L0032 sii 0.6136,S06431,L0032,0.6136,06431
Scene S06431 listener L0011 sii 0.568,S06431,L0011,0.568,06431
Scene S06432 listener L0088 sii 0.5563,S06432,L0088,0.5563,06432
Scene S06432 listener L0069 sii 0.5406,S06432,L0069,0.5406,06432
Scene S06432 listener L0047 sii 0.5074,S06432,L0047,0.5074,06432
Scene S06432 listener L0088 sii 0.5563,S06432,L0088,0.5563,06432
Scene S06432 listener L0069 sii 0.5406,S06432,L0069,0.5406,06432
Scene S06432 listener L0047 sii 0.5074,S06432,L0047,0.5074,06432
Scene S06433 listener L0029 sii 0.5298,S06433,L0029,0.5298,06433
Scene S06433 listener L0084 sii 0.5871,S06433,L0084,0.5871,06433
Scene S06433 listener L0028 sii 0.4813,S06433,L0028,0.4813,06433
Scene S06433 listener L0029 sii 0.5298,S06433,L0029,0.5298,06433
Scene S06433 listener L0084 sii 0.5871,S06433,L0084,0.5871,06433
Scene S06433 listener L0028 sii 0.4813,S06433,L0028,0.4813,06433
Scene S06434 listener L0011 sii 0.5076,S06434,L0011,0.5076,06434
Scene S06434 listener L0099 sii 0.5697,S06434,L0099,0.5697,06434
Scene S06434 listener L0027 sii 0.5798,S06434,L0027,0.5798,06434
Scene S06434 listener L0011 sii 0.5076,S06434,L0011,0.5076,06434
Scene S06434 listener L0099 sii 0.5697,S06434,L0099,0.5697,06434
Scene S06434 listener L0027 sii 0.5798,S06434,L0027,0.5798,06434
Scene S06435 listener L0092 sii 0.5439,S06435,L0092,0.5439,06435
Scene S06435 listener L0019 sii 0.7562,S06435,L0019,0.7562,06435
Scene S06435 listener L0081 sii 0.544,S06435,L0081,0.544,06435
Scene S06435 listener L0092 sii 0.5439,S06435,L0092,0.5439,06435
Scene S06435 listener L0019 sii 0.7562,S06435,L0019,0.7562,06435
Scene S06435 listener L0081 sii 0.544,S06435,L0081,0.544,06435
Scene S06436 listener L0098 sii 0.6193,S06436,L0098,0.6193,06436
Scene S06436 listener L0086 sii 0.6244,S06436,L0086,0.6244,06436
Scene S06436 listener L0095 sii 0.6165,S06436,L0095,0.6165,06436
Scene S06436 listener L0098 sii 0.6193,S06436,L0098,0.6193,06436
Scene S06436 listener L0086 sii 0.6244,S06436,L0086,0.6244,06436
Scene S06436 listener L0095 sii 0.6165,S06436,L0095,0.6165,06436
Scene S06437 listener L0064 sii 0.5958,S06437,L0064,0.5958,06437
Scene S06437 listener L0070 sii 0.603,S06437,L0070,0.603,06437
Scene S06437 listener L0045 sii 0.6119,S06437,L0045,0.6119,06437
Scene S06437 listener L0064 sii 0.5958,S06437,L0064,0.5958,06437
Scene S06437 listener L0070 sii 0.603,S06437,L0070,0.603,06437
Scene S06437 listener L0045 sii 0.6119,S06437,L0045,0.6119,06437
Scene S06438 listener L0053 sii 0.5835,S06438,L0053,0.5835,06438
Scene S06438 listener L0048 sii 0.621,S06438,L0048,0.621,06438
Scene S06438 listener L0002 sii 0.5973,S06438,L0002,0.5973,06438
Scene S06438 listener L0053 sii 0.5835,S06438,L0053,0.5835,06438
Scene S06438 listener L0048 sii 0.621,S06438,L0048,0.621,06438
Scene S06438 listener L0002 sii 0.5973,S06438,L0002,0.5973,06438
Scene S06439 listener L0069 sii 0.6905,S06439,L0069,0.6905,06439
Scene S06439 listener L0047 sii 0.7059,S06439,L0047,0.7059,06439
Scene S06439 listener L0044 sii 0.6351,S06439,L0044,0.6351,06439
Scene S06439 listener L0069 sii 0.6905,S06439,L0069,0.6905,06439
Scene S06439 listener L0047 sii 0.7059,S06439,L0047,0.7059,06439
Scene S06439 listener L0044 sii 0.6351,S06439,L0044,0.6351,06439
Scene S06440 listener L0085 sii 0.627,S06440,L0085,0.627,06440
Scene S06440 listener L0084 sii 0.5918,S06440,L0084,0.5918,06440
Scene S06440 listener L0088 sii 0.6058,S06440,L0088,0.6058,06440
Scene S06440 listener L0085 sii 0.627,S06440,L0085,0.627,06440
Scene S06440 listener L0084 sii 0.5918,S06440,L0084,0.5918,06440
Scene S06440 listener L0088 sii 0.6058,S06440,L0088,0.6058,06440
Scene S06441 listener L0054 sii 0.6179,S06441,L0054,0.6179,06441
Scene S06441 listener L0057 sii 0.5938,S06441,L0057,0.5938,06441
Scene S06441 listener L0032 sii 0.6796,S06441,L0032,0.6796,06441
Scene S06441 listener L0054 sii 0.6179,S06441,L0054,0.6179,06441
Scene S06441 listener L0057 sii 0.5938,S06441,L0057,0.5938,06441
Scene S06441 listener L0032 sii 0.6796,S06441,L0032,0.6796,06441
Scene S06442 listener L0070 sii 0.6415,S06442,L0070,0.6415,06442
Scene S06442 listener L0024 sii 0.6278,S06442,L0024,0.6278,06442
Scene S06442 listener L0001 sii 0.5856,S06442,L0001,0.5856,06442
Scene S06442 listener L0070 sii 0.6415,S06442,L0070,0.6415,06442
Scene S06442 listener L0024 sii 0.6278,S06442,L0024,0.6278,06442
Scene S06442 listener L0001 sii 0.5856,S06442,L0001,0.5856,06442
Scene S06443 listener L0082 sii 0.5827,S06443,L0082,0.5827,06443
Scene S06443 listener L0026 sii 0.5058,S06443,L0026,0.5058,06443
Scene S06443 listener L0090 sii 0.5621,S06443,L0090,0.5621,06443
Scene S06443 listener L0082 sii 0.5827,S06443,L0082,0.5827,06443
Scene S06443 listener L0026 sii 0.5058,S06443,L0026,0.5058,06443
Scene S06443 listener L0090 sii 0.5621,S06443,L0090,0.5621,06443
Scene S06444 listener L0064 sii 0.3689,S06444,L0064,0.3689,06444
Scene S06444 listener L0061 sii 0.3757,S06444,L0061,0.3757,06444
Scene S06444 listener L0074 sii 0.3709,S06444,L0074,0.3709,06444
Scene S06444 listener L0064 sii 0.3689,S06444,L0064,0.3689,06444
Scene S06444 listener L0061 sii 0.3757,S06444,L0061,0.3757,06444
Scene S06444 listener L0074 sii 0.3709,S06444,L0074,0.3709,06444
Scene S06445 listener L0005 sii 0.3942,S06445,L0005,0.3942,06445
Scene S06445 listener L0089 sii 0.3867,S06445,L0089,0.3867,06445
Scene S06445 listener L0067 sii 0.4141,S06445,L0067,0.4141,06445
Scene S06445 listener L0005 sii 0.3942,S06445,L0005,0.3942,06445
Scene S06445 listener L0089 sii 0.3867,S06445,L0089,0.3867,06445
Scene S06445 listener L0067 sii 0.4141,S06445,L0067,0.4141,06445
Scene S06446 listener L0099 sii 0.5375,S06446,L0099,0.5375,06446
Scene S06446 listener L0096 sii 0.5368,S06446,L0096,0.5368,06446
Scene S06446 listener L0039 sii 0.4467,S06446,L0039,0.4467,06446
Scene S06446 listener L0099 sii 0.5375,S06446,L0099,0.5375,06446
Scene S06446 listener L0096 sii 0.5368,S06446,L0096,0.5368,06446
Scene S06446 listener L0039 sii 0.4467,S06446,L0039,0.4467,06446
Scene S06447 listener L0003 sii 0.6596,S06447,L0003,0.6596,06447
Scene S06447 listener L0061 sii 0.6677,S06447,L0061,0.6677,06447
Scene S06447 listener L0084 sii 0.6473,S06447,L0084,0.6473,06447
Scene S06447 listener L0003 sii 0.6596,S06447,L0003,0.6596,06447
Scene S06447 listener L0061 sii 0.6677,S06447,L0061,0.6677,06447
Scene S06447 listener L0084 sii 0.6473,S06447,L0084,0.6473,06447
Scene S06448 listener L0027 sii 0.5949,S06448,L0027,0.5949,06448
Scene S06448 listener L0032 sii 0.6682,S06448,L0032,0.6682,06448
Scene S06448 listener L0098 sii 0.5551,S06448,L0098,0.5551,06448
Scene S06448 listener L0027 sii 0.5949,S06448,L0027,0.5949,06448
Scene S06448 listener L0032 sii 0.6682,S06448,L0032,0.6682,06448
Scene S06448 listener L0098 sii 0.5551,S06448,L0098,0.5551,06448
Scene S06449 listener L0059 sii 0.4346,S06449,L0059,0.4346,06449
Scene S06449 listener L0098 sii 0.4394,S06449,L0098,0.4394,06449
Scene S06449 listener L0080 sii 0.4422,S06449,L0080,0.4422,06449
Scene S06449 listener L0059 sii 0.4346,S06449,L0059,0.4346,06449
Scene S06449 listener L0098 sii 0.4394,S06449,L0098,0.4394,06449
Scene S06449 listener L0080 sii 0.4422,S06449,L0080,0.4422,06449
Scene S06450 listener L0003 sii 0.634,S06450,L0003,0.634,06450
Scene S06450 listener L0041 sii 0.5964,S06450,L0041,0.5964,06450
Scene S06450 listener L0091 sii 0.6351,S06450,L0091,0.6351,06450
Scene S06450 listener L0003 sii 0.634,S06450,L0003,0.634,06450
Scene S06450 listener L0041 sii 0.5964,S06450,L0041,0.5964,06450
Scene S06450 listener L0091 sii 0.6351,S06450,L0091,0.6351,06450
Scene S06451 listener L0040 sii 0.4824,S06451,L0040,0.4824,06451
Scene S06451 listener L0047 sii 0.5106,S06451,L0047,0.5106,06451
Scene S06451 listener L0031 sii 0.4935,S06451,L0031,0.4935,06451
Scene S06451 listener L0040 sii 0.4824,S06451,L0040,0.4824,06451
Scene S06451 listener L0047 sii 0.5106,S06451,L0047,0.5106,06451
Scene S06451 listener L0031 sii 0.4935,S06451,L0031,0.4935,06451
Scene S06452 listener L0068 sii 0.6391,S06452,L0068,0.6391,06452
Scene S06452 listener L0012 sii 0.6723,S06452,L0012,0.6723,06452
Scene S06452 listener L0091 sii 0.7375,S06452,L0091,0.7375,06452
Scene S06452 listener L0068 sii 0.6391,S06452,L0068,0.6391,06452
Scene S06452 listener L0012 sii 0.6723,S06452,L0012,0.6723,06452
Scene S06452 listener L0091 sii 0.7375,S06452,L0091,0.7375,06452
Scene S06453 listener L0072 sii 0.5919,S06453,L0072,0.5919,06453
Scene S06453 listener L0040 sii 0.6569,S06453,L0040,0.6569,06453
Scene S06453 listener L0082 sii 0.7404,S06453,L0082,0.7404,06453
Scene S06453 listener L0072 sii 0.5919,S06453,L0072,0.5919,06453
Scene S06453 listener L0040 sii 0.6569,S06453,L0040,0.6569,06453
Scene S06453 listener L0082 sii 0.7404,S06453,L0082,0.7404,06453
Scene S06454 listener L0015 sii 0.5539,S06454,L0015,0.5539,06454
Scene S06454 listener L0032 sii 0.6221,S06454,L0032,0.6221,06454
Scene S06454 listener L0028 sii 0.5598,S06454,L0028,0.5598,06454
Scene S06454 listener L0015 sii 0.5539,S06454,L0015,0.5539,06454
Scene S06454 listener L0032 sii 0.6221,S06454,L0032,0.6221,06454
Scene S06454 listener L0028 sii 0.5598,S06454,L0028,0.5598,06454
Scene S06455 listener L0071 sii 0.5886,S06455,L0071,0.5886,06455
Scene S06455 listener L0011 sii 0.5594,S06455,L0011,0.5594,06455
Scene S06455 listener L0069 sii 0.6083,S06455,L0069,0.6083,06455
Scene S06455 listener L0071 sii 0.5886,S06455,L0071,0.5886,06455
Scene S06455 listener L0011 sii 0.5594,S06455,L0011,0.5594,06455
Scene S06455 listener L0069 sii 0.6083,S06455,L0069,0.6083,06455
Scene S06456 listener L0099 sii 0.5565,S06456,L0099,0.5565,06456
Scene S06456 listener L0065 sii 0.5512,S06456,L0065,0.5512,06456
Scene S06456 listener L0045 sii 0.5282,S06456,L0045,0.5282,06456
Scene S06456 listener L0099 sii 0.5565,S06456,L0099,0.5565,06456
Scene S06456 listener L0065 sii 0.5512,S06456,L0065,0.5512,06456
Scene S06456 listener L0045 sii 0.5282,S06456,L0045,0.5282,06456
Scene S06457 listener L0042 sii 0.5909,S06457,L0042,0.5909,06457
Scene S06457 listener L0070 sii 0.5231,S06457,L0070,0.5231,06457
Scene S06457 listener L0059 sii 0.4918,S06457,L0059,0.4918,06457
Scene S06457 listener L0042 sii 0.5909,S06457,L0042,0.5909,06457
Scene S06457 listener L0070 sii 0.5231,S06457,L0070,0.5231,06457
Scene S06457 listener L0059 sii 0.4918,S06457,L0059,0.4918,06457
Scene S06458 listener L0096 sii 0.5803,S06458,L0096,0.5803,06458
Scene S06458 listener L0055 sii 0.6184,S06458,L0055,0.6184,06458
Scene S06458 listener L0014 sii 0.5101,S06458,L0014,0.5101,06458
Scene S06458 listener L0096 sii 0.5803,S06458,L0096,0.5803,06458
Scene S06458 listener L0055 sii 0.6184,S06458,L0055,0.6184,06458
Scene S06458 listener L0014 sii 0.5101,S06458,L0014,0.5101,06458
Scene S06459 listener L0053 sii 0.6682,S06459,L0053,0.6682,06459
Scene S06459 listener L0004 sii 0.6557,S06459,L0004,0.6557,06459
Scene S06459 listener L0080 sii 0.6541,S06459,L0080,0.6541,06459
Scene S06459 listener L0053 sii 0.6682,S06459,L0053,0.6682,06459
Scene S06459 listener L0004 sii 0.6557,S06459,L0004,0.6557,06459
Scene S06459 listener L0080 sii 0.6541,S06459,L0080,0.6541,06459
Scene S06460 listener L0002 sii 0.5889,S06460,L0002,0.5889,06460
Scene S06460 listener L0042 sii 0.6959,S06460,L0042,0.6959,06460
Scene S06460 listener L0034 sii 0.5166,S06460,L0034,0.5166,06460
Scene S06460 listener L0002 sii 0.5889,S06460,L0002,0.5889,06460
Scene S06460 listener L0042 sii 0.6959,S06460,L0042,0.6959,06460
Scene S06460 listener L0034 sii 0.5166,S06460,L0034,0.5166,06460
Scene S06461 listener L0065 sii 0.5525,S06461,L0065,0.5525,06461
Scene S06461 listener L0064 sii 0.548,S06461,L0064,0.548,06461
Scene S06461 listener L0070 sii 0.5592,S06461,L0070,0.5592,06461
Scene S06461 listener L0065 sii 0.5525,S06461,L0065,0.5525,06461
Scene S06461 listener L0064 sii 0.548,S06461,L0064,0.548,06461
Scene S06461 listener L0070 sii 0.5592,S06461,L0070,0.5592,06461
Scene S06462 listener L0099 sii 0.6924,S06462,L0099,0.6924,06462
Scene S06462 listener L0098 sii 0.6198,S06462,L0098,0.6198,06462
Scene S06462 listener L0064 sii 0.4869,S06462,L0064,0.4869,06462
Scene S06462 listener L0099 sii 0.6924,S06462,L0099,0.6924,06462
Scene S06462 listener L0098 sii 0.6198,S06462,L0098,0.6198,06462
Scene S06462 listener L0064 sii 0.4869,S06462,L0064,0.4869,06462
Scene S06463 listener L0005 sii 0.5435,S06463,L0005,0.5435,06463
Scene S06463 listener L0092 sii 0.4589,S06463,L0092,0.4589,06463
Scene S06463 listener L0074 sii 0.554,S06463,L0074,0.554,06463
Scene S06463 listener L0005 sii 0.5435,S06463,L0005,0.5435,06463
Scene S06463 listener L0092 sii 0.4589,S06463,L0092,0.4589,06463
Scene S06463 listener L0074 sii 0.554,S06463,L0074,0.554,06463
Scene S06464 listener L0059 sii 0.585,S06464,L0059,0.585,06464
Scene S06464 listener L0090 sii 0.5663,S06464,L0090,0.5663,06464
Scene S06464 listener L0022 sii 0.6295,S06464,L0022,0.6295,06464
Scene S06464 listener L0059 sii 0.585,S06464,L0059,0.585,06464
Scene S06464 listener L0090 sii 0.5663,S06464,L0090,0.5663,06464
Scene S06464 listener L0022 sii 0.6295,S06464,L0022,0.6295,06464
Scene S06465 listener L0090 sii 0.4355,S06465,L0090,0.4355,06465
Scene S06465 listener L0047 sii 0.5119,S06465,L0047,0.5119,06465
Scene S06465 listener L0055 sii 0.5381,S06465,L0055,0.5381,06465
Scene S06465 listener L0090 sii 0.4355,S06465,L0090,0.4355,06465
Scene S06465 listener L0047 sii 0.5119,S06465,L0047,0.5119,06465
Scene S06465 listener L0055 sii 0.5381,S06465,L0055,0.5381,06465
Scene S06466 listener L0004 sii 0.5609,S06466,L0004,0.5609,06466
Scene S06466 listener L0065 sii 0.5561,S06466,L0065,0.5561,06466
Scene S06466 listener L0076 sii 0.5681,S06466,L0076,0.5681,06466
Scene S06466 listener L0004 sii 0.5609,S06466,L0004,0.5609,06466
Scene S06466 listener L0065 sii 0.5561,S06466,L0065,0.5561,06466
Scene S06466 listener L0076 sii 0.5681,S06466,L0076,0.5681,06466
Scene S06467 listener L0083 sii 0.6563,S06467,L0083,0.6563,06467
Scene S06467 listener L0023 sii 0.623,S06467,L0023,0.623,06467
Scene S06467 listener L0008 sii 0.6098,S06467,L0008,0.6098,06467
Scene S06467 listener L0083 sii 0.6563,S06467,L0083,0.6563,06467
Scene S06467 listener L0023 sii 0.623,S06467,L0023,0.623,06467
Scene S06467 listener L0008 sii 0.6098,S06467,L0008,0.6098,06467
Scene S06468 listener L0013 sii 0.6588,S06468,L0013,0.6588,06468
Scene S06468 listener L0090 sii 0.6632,S06468,L0090,0.6632,06468
Scene S06468 listener L0058 sii 0.6412,S06468,L0058,0.6412,06468
Scene S06468 listener L0013 sii 0.6588,S06468,L0013,0.6588,06468
Scene S06468 listener L0090 sii 0.6632,S06468,L0090,0.6632,06468
Scene S06468 listener L0058 sii 0.6412,S06468,L0058,0.6412,06468
Scene S06469 listener L0061 sii 0.6623,S06469,L0061,0.6623,06469
Scene S06469 listener L0001 sii 0.6431,S06469,L0001,0.6431,06469
Scene S06469 listener L0011 sii 0.6344,S06469,L0011,0.6344,06469
Scene S06469 listener L0061 sii 0.6623,S06469,L0061,0.6623,06469
Scene S06469 listener L0001 sii 0.6431,S06469,L0001,0.6431,06469
Scene S06469 listener L0011 sii 0.6344,S06469,L0011,0.6344,06469
Scene S06470 listener L0032 sii 0.6548,S06470,L0032,0.6548,06470
Scene S06470 listener L0019 sii 0.6895,S06470,L0019,0.6895,06470
Scene S06470 listener L0086 sii 0.6147,S06470,L0086,0.6147,06470
Scene S06470 listener L0032 sii 0.6548,S06470,L0032,0.6548,06470
Scene S06470 listener L0019 sii 0.6895,S06470,L0019,0.6895,06470
Scene S06470 listener L0086 sii 0.6147,S06470,L0086,0.6147,06470
Scene S06471 listener L0076 sii 0.68,S06471,L0076,0.68,06471
Scene S06471 listener L0008 sii 0.7127,S06471,L0008,0.7127,06471
Scene S06471 listener L0054 sii 0.6249,S06471,L0054,0.6249,06471
Scene S06471 listener L0076 sii 0.68,S06471,L0076,0.68,06471
Scene S06471 listener L0008 sii 0.7127,S06471,L0008,0.7127,06471
Scene S06471 listener L0054 sii 0.6249,S06471,L0054,0.6249,06471
Scene S06472 listener L0004 sii 0.5336,S06472,L0004,0.5336,06472
Scene S06472 listener L0054 sii 0.5249,S06472,L0054,0.5249,06472
Scene S06472 listener L0065 sii 0.5213,S06472,L0065,0.5213,06472
Scene S06472 listener L0004 sii 0.5336,S06472,L0004,0.5336,06472
Scene S06472 listener L0054 sii 0.5249,S06472,L0054,0.5249,06472
Scene S06472 listener L0065 sii 0.5213,S06472,L0065,0.5213,06472
Scene S06473 listener L0022 sii 0.6517,S06473,L0022,0.6517,06473
Scene S06473 listener L0099 sii 0.6319,S06473,L0099,0.6319,06473
Scene S06473 listener L0047 sii 0.5805,S06473,L0047,0.5805,06473
Scene S06473 listener L0022 sii 0.6517,S06473,L0022,0.6517,06473
Scene S06473 listener L0099 sii 0.6319,S06473,L0099,0.6319,06473
Scene S06473 listener L0047 sii 0.5805,S06473,L0047,0.5805,06473
Scene S06474 listener L0067 sii 0.5028,S06474,L0067,0.5028,06474
Scene S06474 listener L0024 sii 0.5227,S06474,L0024,0.5227,06474
Scene S06474 listener L0094 sii 0.5362,S06474,L0094,0.5362,06474
Scene S06474 listener L0067 sii 0.5028,S06474,L0067,0.5028,06474
Scene S06474 listener L0024 sii 0.5227,S06474,L0024,0.5227,06474
Scene S06474 listener L0094 sii 0.5362,S06474,L0094,0.5362,06474
Scene S06475 listener L0024 sii 0.4841,S06475,L0024,0.4841,06475
Scene S06475 listener L0066 sii 0.5397,S06475,L0066,0.5397,06475
Scene S06475 listener L0053 sii 0.4717,S06475,L0053,0.4717,06475
Scene S06475 listener L0024 sii 0.4841,S06475,L0024,0.4841,06475
Scene S06475 listener L0066 sii 0.5397,S06475,L0066,0.5397,06475
Scene S06475 listener L0053 sii 0.4717,S06475,L0053,0.4717,06475
Scene S06476 listener L0082 sii 0.6101,S06476,L0082,0.6101,06476
Scene S06476 listener L0010 sii 0.5898,S06476,L0010,0.5898,06476
Scene S06476 listener L0027 sii 0.6807,S06476,L0027,0.6807,06476
Scene S06476 listener L0082 sii 0.6101,S06476,L0082,0.6101,06476
Scene S06476 listener L0010 sii 0.5898,S06476,L0010,0.5898,06476
Scene S06476 listener L0027 sii 0.6807,S06476,L0027,0.6807,06476
Scene S06477 listener L0022 sii 0.4924,S06477,L0022,0.4924,06477
Scene S06477 listener L0023 sii 0.4355,S06477,L0023,0.4355,06477
Scene S06477 listener L0077 sii 0.4934,S06477,L0077,0.4934,06477
Scene S06477 listener L0022 sii 0.4924,S06477,L0022,0.4924,06477
