Column1,Scene,Listener,SII,Column2
Scene S08069 listener L0026 sii 0.4142,S08069,L0026,0.4142,08069
Scene S08069 listener L0049 sii 0.3986,S08069,L0049,0.3986,08069
Scene S08070 listener L0085 sii 0.7346,S08070,L0085,0.7346,08070
Scene S08070 listener L0031 sii 0.6393,S08070,L0031,0.6393,08070
Scene S08070 listener L0070 sii 0.7466,S08070,L0070,0.7466,08070
Scene S08071 listener L0097 sii 0.6322,S08071,L0097,0.6322,08071
Scene S08071 listener L0017 sii 0.7008,S08071,L0017,0.7008,08071
Scene S08071 listener L0042 sii 0.772,S08071,L0042,0.772,08071
Scene S08072 listener L0064 sii 0.5963,S08072,L0064,0.5963,08072
Scene S08072 listener L0036 sii 0.5458,S08072,L0036,0.5458,08072
Scene S08072 listener L0011 sii 0.565,S08072,L0011,0.565,08072
Scene S08073 listener L0096 sii 0.541,S08073,L0096,0.541,08073
Scene S08073 listener L0062 sii 0.5382,S08073,L0062,0.5382,08073
Scene S08073 listener L0065 sii 0.5941,S08073,L0065,0.5941,08073
Scene S08074 listener L0026 sii 0.6433,S08074,L0026,0.6433,08074
Scene S08074 listener L0067 sii 0.7194,S08074,L0067,0.7194,08074
Scene S08074 listener L0085 sii 0.7104,S08074,L0085,0.7104,08074
Scene S08075 listener L0078 sii 0.4798,S08075,L0078,0.4798,08075
Scene S08075 listener L0017 sii 0.4613,S08075,L0017,0.4613,08075
Scene S08075 listener L0044 sii 0.4456,S08075,L0044,0.4456,08075
Scene S08076 listener L0069 sii 0.6786,S08076,L0069,0.6786,08076
Scene S08076 listener L0059 sii 0.6511,S08076,L0059,0.6511,08076
Scene S08076 listener L0061 sii 0.6242,S08076,L0061,0.6242,08076
Scene S08077 listener L0066 sii 0.7729,S08077,L0066,0.7729,08077
Scene S08077 listener L0059 sii 0.689,S08077,L0059,0.689,08077
Scene S08077 listener L0067 sii 0.6834,S08077,L0067,0.6834,08077
Scene S08078 listener L0044 sii 0.4614,S08078,L0044,0.4614,08078
Scene S08078 listener L0001 sii 0.492,S08078,L0001,0.492,08078
Scene S08078 listener L0035 sii 0.4713,S08078,L0035,0.4713,08078
Scene S08079 listener L0073 sii 0.5976,S08079,L0073,0.5976,08079
Scene S08079 listener L0061 sii 0.6417,S08079,L0061,0.6417,08079
Scene S08079 listener L0036 sii 0.6149,S08079,L0036,0.6149,08079
Scene S08080 listener L0014 sii 0.5181,S08080,L0014,0.5181,08080
Scene S08080 listener L0054 sii 0.617,S08080,L0054,0.617,08080
Scene S08080 listener L0002 sii 0.6436,S08080,L0002,0.6436,08080
Scene S08081 listener L0063 sii 0.4745,S08081,L0063,0.4745,08081
Scene S08081 listener L0068 sii 0.4291,S08081,L0068,0.4291,08081
Scene S08081 listener L0035 sii 0.4237,S08081,L0035,0.4237,08081
Scene S08082 listener L0093 sii 0.595,S08082,L0093,0.595,08082
Scene S08082 listener L0069 sii 0.6955,S08082,L0069,0.6955,08082
Scene S08082 listener L0041 sii 0.5703,S08082,L0041,0.5703,08082
Scene S08083 listener L0098 sii 0.5325,S08083,L0098,0.5325,08083
Scene S08083 listener L0100 sii 0.5065,S08083,L0100,0.5065,08083
Scene S08083 listener L0068 sii 0.4948,S08083,L0068,0.4948,08083
Scene S08084 listener L0054 sii 0.5905,S08084,L0054,0.5905,08084
Scene S08084 listener L0019 sii 0.6604,S08084,L0019,0.6604,08084
Scene S08084 listener L0003 sii 0.631,S08084,L0003,0.631,08084
Scene S08085 listener L0035 sii 0.3534,S08085,L0035,0.3534,08085
Scene S08085 listener L0099 sii 0.3,S08085,L0099,0.3,08085
Scene S08085 listener L0051 sii 0.2734,S08085,L0051,0.2734,08085
Scene S08086 listener L0012 sii 0.5505,S08086,L0012,0.5505,08086
Scene S08086 listener L0036 sii 0.5265,S08086,L0036,0.5265,08086
Scene S08086 listener L0051 sii 0.498,S08086,L0051,0.498,08086
Scene S08087 listener L0013 sii 0.6111,S08087,L0013,0.6111,08087
Scene S08087 listener L0035 sii 0.5664,S08087,L0035,0.5664,08087
Scene S08087 listener L0027 sii 0.5588,S08087,L0027,0.5588,08087
Scene S08088 listener L0040 sii 0.5658,S08088,L0040,0.5658,08088
Scene S08088 listener L0091 sii 0.6544,S08088,L0091,0.6544,08088
Scene S08088 listener L0070 sii 0.6726,S08088,L0070,0.6726,08088
Scene S08089 listener L0099 sii 0.5785,S08089,L0099,0.5785,08089
Scene S08089 listener L0055 sii 0.6221,S08089,L0055,0.6221,08089
Scene S08089 listener L0049 sii 0.4667,S08089,L0049,0.4667,08089
Scene S08090 listener L0027 sii 0.4921,S08090,L0027,0.4921,08090
Scene S08090 listener L0040 sii 0.4758,S08090,L0040,0.4758,08090
Scene S08090 listener L0083 sii 0.5373,S08090,L0083,0.5373,08090
Scene S08091 listener L0080 sii 0.1922,S08091,L0080,0.1922,08091
Scene S08091 listener L0001 sii 0.1908,S08091,L0001,0.1908,08091
Scene S08091 listener L0022 sii 0.1955,S08091,L0022,0.1955,08091
Scene S08092 listener L0078 sii 0.6491,S08092,L0078,0.6491,08092
Scene S08092 listener L0100 sii 0.6469,S08092,L0100,0.6469,08092
Scene S08092 listener L0097 sii 0.5804,S08092,L0097,0.5804,08092
Scene S08093 listener L0011 sii 0.5333,S08093,L0011,0.5333,08093
Scene S08093 listener L0001 sii 0.5336,S08093,L0001,0.5336,08093
Scene S08093 listener L0053 sii 0.5567,S08093,L0053,0.5567,08093
Scene S08094 listener L0071 sii 0.6724,S08094,L0071,0.6724,08094
Scene S08094 listener L0045 sii 0.6963,S08094,L0045,0.6963,08094
Scene S08094 listener L0034 sii 0.5545,S08094,L0034,0.5545,08094
Scene S08095 listener L0082 sii 0.6289,S08095,L0082,0.6289,08095
Scene S08095 listener L0086 sii 0.6157,S08095,L0086,0.6157,08095
Scene S08095 listener L0023 sii 0.5791,S08095,L0023,0.5791,08095
Scene S08096 listener L0098 sii 0.6166,S08096,L0098,0.6166,08096
Scene S08096 listener L0057 sii 0.6232,S08096,L0057,0.6232,08096
Scene S08096 listener L0053 sii 0.5907,S08096,L0053,0.5907,08096
Scene S08097 listener L0023 sii 0.5905,S08097,L0023,0.5905,08097
Scene S08097 listener L0031 sii 0.6257,S08097,L0031,0.6257,08097
Scene S08097 listener L0055 sii 0.6655,S08097,L0055,0.6655,08097
Scene S08098 listener L0066 sii 0.497,S08098,L0066,0.497,08098
Scene S08098 listener L0049 sii 0.405,S08098,L0049,0.405,08098
Scene S08098 listener L0058 sii 0.5035,S08098,L0058,0.5035,08098
Scene S08099 listener L0072 sii 0.4731,S08099,L0072,0.4731,08099
Scene S08099 listener L0077 sii 0.6342,S08099,L0077,0.6342,08099
Scene S08099 listener L0068 sii 0.5781,S08099,L0068,0.5781,08099
Scene S08100 listener L0029 sii 0.5332,S08100,L0029,0.5332,08100
Scene S08100 listener L0094 sii 0.5268,S08100,L0094,0.5268,08100
Scene S08100 listener L0073 sii 0.5,S08100,L0073,0.5,08100
Scene S08101 listener L0035 sii 0.4371,S08101,L0035,0.4371,08101
Scene S08101 listener L0044 sii 0.4318,S08101,L0044,0.4318,08101
Scene S08101 listener L0068 sii 0.4484,S08101,L0068,0.4484,08101
Scene S08102 listener L0070 sii 0.5151,S08102,L0070,0.5151,08102
Scene S08102 listener L0078 sii 0.5379,S08102,L0078,0.5379,08102
Scene S08102 listener L0010 sii 0.4255,S08102,L0010,0.4255,08102
Scene S08103 listener L0057 sii 0.4953,S08103,L0057,0.4953,08103
Scene S08103 listener L0078 sii 0.4834,S08103,L0078,0.4834,08103
Scene S08103 listener L0098 sii 0.5093,S08103,L0098,0.5093,08103
Scene S08104 listener L0009 sii 0.5884,S08104,L0009,0.5884,08104
Scene S08104 listener L0055 sii 0.5547,S08104,L0055,0.5547,08104
Scene S08104 listener L0080 sii 0.5585,S08104,L0080,0.5585,08104
Scene S08105 listener L0061 sii 0.4971,S08105,L0061,0.4971,08105
Scene S08105 listener L0100 sii 0.5201,S08105,L0100,0.5201,08105
Scene S08105 listener L0098 sii 0.5088,S08105,L0098,0.5088,08105
Scene S08106 listener L0071 sii 0.5996,S08106,L0071,0.5996,08106
Scene S08106 listener L0011 sii 0.5956,S08106,L0011,0.5956,08106
Scene S08106 listener L0014 sii 0.509,S08106,L0014,0.509,08106
Scene S08107 listener L0085 sii 0.4924,S08107,L0085,0.4924,08107
Scene S08107 listener L0048 sii 0.5629,S08107,L0048,0.5629,08107
Scene S08107 listener L0049 sii 0.4756,S08107,L0049,0.4756,08107
Scene S08108 listener L0097 sii 0.5331,S08108,L0097,0.5331,08108
Scene S08108 listener L0070 sii 0.5984,S08108,L0070,0.5984,08108
Scene S08108 listener L0057 sii 0.5852,S08108,L0057,0.5852,08108
Scene S08109 listener L0100 sii 0.5326,S08109,L0100,0.5326,08109
Scene S08109 listener L0073 sii 0.4624,S08109,L0073,0.4624,08109
Scene S08109 listener L0019 sii 0.566,S08109,L0019,0.566,08109
Scene S08110 listener L0058 sii 0.6534,S08110,L0058,0.6534,08110
Scene S08110 listener L0072 sii 0.5331,S08110,L0072,0.5331,08110
Scene S08110 listener L0100 sii 0.6543,S08110,L0100,0.6543,08110
Scene S08111 listener L0067 sii 0.5191,S08111,L0067,0.5191,08111
Scene S08111 listener L0086 sii 0.5023,S08111,L0086,0.5023,08111
Scene S08111 listener L0005 sii 0.5018,S08111,L0005,0.5018,08111
Scene S08112 listener L0065 sii 0.6177,S08112,L0065,0.6177,08112
Scene S08112 listener L0086 sii 0.5687,S08112,L0086,0.5687,08112
Scene S08112 listener L0058 sii 0.572,S08112,L0058,0.572,08112
Scene S08113 listener L0099 sii 0.5587,S08113,L0099,0.5587,08113
Scene S08113 listener L0001 sii 0.6187,S08113,L0001,0.6187,08113
Scene S08113 listener L0059 sii 0.6336,S08113,L0059,0.6336,08113
Scene S08114 listener L0003 sii 0.6922,S08114,L0003,0.6922,08114
Scene S08114 listener L0093 sii 0.6547,S08114,L0093,0.6547,08114
Scene S08114 listener L0076 sii 0.6049,S08114,L0076,0.6049,08114
Scene S08115 listener L0081 sii 0.4241,S08115,L0081,0.4241,08115
Scene S08115 listener L0096 sii 0.4304,S08115,L0096,0.4304,08115
Scene S08115 listener L0069 sii 0.5004,S08115,L0069,0.5004,08115
Scene S08116 listener L0038 sii 0.5712,S08116,L0038,0.5712,08116
Scene S08116 listener L0010 sii 0.557,S08116,L0010,0.557,08116
Scene S08116 listener L0053 sii 0.6464,S08116,L0053,0.6464,08116
Scene S08117 listener L0082 sii 0.5675,S08117,L0082,0.5675,08117
Scene S08117 listener L0085 sii 0.553,S08117,L0085,0.553,08117
Scene S08117 listener L0032 sii 0.5338,S08117,L0032,0.5338,08117
Scene S08118 listener L0095 sii 0.3979,S08118,L0095,0.3979,08118
Scene S08118 listener L0085 sii 0.413,S08118,L0085,0.413,08118
Scene S08118 listener L0036 sii 0.4061,S08118,L0036,0.4061,08118
Scene S08119 listener L0019 sii 0.6418,S08119,L0019,0.6418,08119
Scene S08119 listener L0081 sii 0.4327,S08119,L0081,0.4327,08119
Scene S08119 listener L0066 sii 0.6118,S08119,L0066,0.6118,08119
Scene S08120 listener L0021 sii 0.6314,S08120,L0021,0.6314,08120
Scene S08120 listener L0088 sii 0.6721,S08120,L0088,0.6721,08120
Scene S08120 listener L0009 sii 0.6707,S08120,L0009,0.6707,08120
Scene S08121 listener L0044 sii 0.5209,S08121,L0044,0.5209,08121
Scene S08121 listener L0054 sii 0.4992,S08121,L0054,0.4992,08121
Scene S08121 listener L0057 sii 0.5586,S08121,L0057,0.5586,08121
Scene S08122 listener L0009 sii 0.4113,S08122,L0009,0.4113,08122
Scene S08122 listener L0072 sii 0.3642,S08122,L0072,0.3642,08122
Scene S08122 listener L0026 sii 0.3712,S08122,L0026,0.3712,08122
Scene S08123 listener L0082 sii 0.7149,S08123,L0082,0.7149,08123
Scene S08123 listener L0093 sii 0.6588,S08123,L0093,0.6588,08123
Scene S08123 listener L0003 sii 0.6705,S08123,L0003,0.6705,08123
Scene S08124 listener L0094 sii 0.6147,S08124,L0094,0.6147,08124
Scene S08124 listener L0095 sii 0.5965,S08124,L0095,0.5965,08124
Scene S08124 listener L0096 sii 0.5806,S08124,L0096,0.5806,08124
Scene S08125 listener L0067 sii 0.6762,S08125,L0067,0.6762,08125
Scene S08125 listener L0042 sii 0.7008,S08125,L0042,0.7008,08125
Scene S08125 listener L0077 sii 0.6752,S08125,L0077,0.6752,08125
Scene S08126 listener L0045 sii 0.7334,S08126,L0045,0.7334,08126
Scene S08126 listener L0096 sii 0.6554,S08126,L0096,0.6554,08126
Scene S08126 listener L0085 sii 0.73,S08126,L0085,0.73,08126
Scene S08127 listener L0038 sii 0.6113,S08127,L0038,0.6113,08127
Scene S08127 listener L0049 sii 0.5846,S08127,L0049,0.5846,08127
Scene S08127 listener L0027 sii 0.6245,S08127,L0027,0.6245,08127
Scene S08128 listener L0041 sii 0.5573,S08128,L0041,0.5573,08128
Scene S08128 listener L0034 sii 0.5356,S08128,L0034,0.5356,08128
Scene S08128 listener L0078 sii 0.5961,S08128,L0078,0.5961,08128
Scene S08129 listener L0041 sii 0.5135,S08129,L0041,0.5135,08129
Scene S08129 listener L0045 sii 0.5847,S08129,L0045,0.5847,08129
Scene S08129 listener L0058 sii 0.5433,S08129,L0058,0.5433,08129
Scene S08130 listener L0032 sii 0.7258,S08130,L0032,0.7258,08130
Scene S08130 listener L0091 sii 0.7394,S08130,L0091,0.7394,08130
Scene S08130 listener L0055 sii 0.7283,S08130,L0055,0.7283,08130
Scene S08131 listener L0026 sii 0.4579,S08131,L0026,0.4579,08131
Scene S08131 listener L0011 sii 0.5316,S08131,L0011,0.5316,08131
Scene S08131 listener L0064 sii 0.5083,S08131,L0064,0.5083,08131
Scene S08132 listener L0032 sii 0.6314,S08132,L0032,0.6314,08132
Scene S08132 listener L0035 sii 0.6657,S08132,L0035,0.6657,08132
Scene S08132 listener L0096 sii 0.6102,S08132,L0096,0.6102,08132
Scene S08133 listener L0095 sii 0.5595,S08133,L0095,0.5595,08133
Scene S08133 listener L0035 sii 0.5731,S08133,L0035,0.5731,08133
Scene S08133 listener L0063 sii 0.6528,S08133,L0063,0.6528,08133
Scene S08134 listener L0027 sii 0.6318,S08134,L0027,0.6318,08134
Scene S08134 listener L0078 sii 0.6574,S08134,L0078,0.6574,08134
Scene S08134 listener L0051 sii 0.5769,S08134,L0051,0.5769,08134
Scene S08135 listener L0096 sii 0.4882,S08135,L0096,0.4882,08135
Scene S08135 listener L0013 sii 0.5345,S08135,L0013,0.5345,08135
Scene S08135 listener L0015 sii 0.4406,S08135,L0015,0.4406,08135
Scene S08136 listener L0053 sii 0.6,S08136,L0053,0.6,08136
Scene S08136 listener L0036 sii 0.5097,S08136,L0036,0.5097,08136
Scene S08136 listener L0004 sii 0.5365,S08136,L0004,0.5365,08136
Scene S08137 listener L0009 sii 0.6152,S08137,L0009,0.6152,08137
Scene S08137 listener L0058 sii 0.5914,S08137,L0058,0.5914,08137
Scene S08137 listener L0014 sii 0.4755,S08137,L0014,0.4755,08137
Scene S08138 listener L0072 sii 0.5126,S08138,L0072,0.5126,08138
Scene S08138 listener L0049 sii 0.563,S08138,L0049,0.563,08138
Scene S08138 listener L0053 sii 0.6689,S08138,L0053,0.6689,08138
Scene S08139 listener L0080 sii 0.4894,S08139,L0080,0.4894,08139
Scene S08139 listener L0063 sii 0.5412,S08139,L0063,0.5412,08139
Scene S08139 listener L0047 sii 0.475,S08139,L0047,0.475,08139
Scene S08140 listener L0038 sii 0.5264,S08140,L0038,0.5264,08140
Scene S08140 listener L0089 sii 0.5931,S08140,L0089,0.5931,08140
Scene S08140 listener L0062 sii 0.5914,S08140,L0062,0.5914,08140
Scene S08141 listener L0084 sii 0.702,S08141,L0084,0.702,08141
Scene S08141 listener L0095 sii 0.6432,S08141,L0095,0.6432,08141
Scene S08141 listener L0017 sii 0.6804,S08141,L0017,0.6804,08141
Scene S08142 listener L0098 sii 0.5869,S08142,L0098,0.5869,08142
Scene S08142 listener L0055 sii 0.5999,S08142,L0055,0.5999,08142
Scene S08142 listener L0065 sii 0.5702,S08142,L0065,0.5702,08142
Scene S08143 listener L0062 sii 0.6542,S08143,L0062,0.6542,08143
Scene S08143 listener L0021 sii 0.6305,S08143,L0021,0.6305,08143
Scene S08143 listener L0085 sii 0.6636,S08143,L0085,0.6636,08143
Scene S08144 listener L0024 sii 0.6133,S08144,L0024,0.6133,08144
Scene S08144 listener L0097 sii 0.5421,S08144,L0097,0.5421,08144
Scene S08144 listener L0076 sii 0.5591,S08144,L0076,0.5591,08144
Scene S08145 listener L0096 sii 0.641,S08145,L0096,0.641,08145
Scene S08145 listener L0093 sii 0.5947,S08145,L0093,0.5947,08145
Scene S08145 listener L0064 sii 0.6545,S08145,L0064,0.6545,08145
Scene S08146 listener L0084 sii 0.4331,S08146,L0084,0.4331,08146
Scene S08146 listener L0058 sii 0.4008,S08146,L0058,0.4008,08146
Scene S08146 listener L0045 sii 0.4487,S08146,L0045,0.4487,08146
Scene S08147 listener L0085 sii 0.6902,S08147,L0085,0.6902,08147
Scene S08147 listener L0026 sii 0.6299,S08147,L0026,0.6299,08147
Scene S08147 listener L0023 sii 0.6298,S08147,L0023,0.6298,08147
Scene S08148 listener L0012 sii 0.7428,S08148,L0012,0.7428,08148
Scene S08148 listener L0026 sii 0.7281,S08148,L0026,0.7281,08148
Scene S08148 listener L0014 sii 0.6052,S08148,L0014,0.6052,08148
Scene S08149 listener L0042 sii 0.7131,S08149,L0042,0.7131,08149
Scene S08149 listener L0008 sii 0.5833,S08149,L0008,0.5833,08149
Scene S08149 listener L0100 sii 0.6405,S08149,L0100,0.6405,08149
Scene S08150 listener L0038 sii 0.6241,S08150,L0038,0.6241,08150
Scene S08150 listener L0081 sii 0.5248,S08150,L0081,0.5248,08150
Scene S08150 listener L0059 sii 0.6868,S08150,L0059,0.6868,08150
Scene S08151 listener L0064 sii 0.5943,S08151,L0064,0.5943,08151
Scene S08151 listener L0089 sii 0.6203,S08151,L0089,0.6203,08151
Scene S08151 listener L0058 sii 0.5696,S08151,L0058,0.5696,08151
Scene S08152 listener L0017 sii 0.4728,S08152,L0017,0.4728,08152
Scene S08152 listener L0081 sii 0.4464,S08152,L0081,0.4464,08152
Scene S08152 listener L0092 sii 0.4036,S08152,L0092,0.4036,08152
Scene S08153 listener L0076 sii 0.5403,S08153,L0076,0.5403,08153
Scene S08153 listener L0004 sii 0.5595,S08153,L0004,0.5595,08153
Scene S08153 listener L0034 sii 0.5155,S08153,L0034,0.5155,08153
Scene S08154 listener L0086 sii 0.3876,S08154,L0086,0.3876,08154
Scene S08154 listener L0067 sii 0.3799,S08154,L0067,0.3799,08154
Scene S08154 listener L0003 sii 0.4261,S08154,L0003,0.4261,08154
Scene S08155 listener L0067 sii 0.4783,S08155,L0067,0.4783,08155
Scene S08155 listener L0069 sii 0.5472,S08155,L0069,0.5472,08155
Scene S08155 listener L0093 sii 0.4704,S08155,L0093,0.4704,08155
Scene S08156 listener L0088 sii 0.5213,S08156,L0088,0.5213,08156
Scene S08156 listener L0089 sii 0.5343,S08156,L0089,0.5343,08156
Scene S08156 listener L0041 sii 0.4795,S08156,L0041,0.4795,08156
Scene S08157 listener L0017 sii 0.681,S08157,L0017,0.681,08157
Scene S08157 listener L0013 sii 0.7354,S08157,L0013,0.7354,08157
Scene S08157 listener L0057 sii 0.7289,S08157,L0057,0.7289,08157
Scene S08158 listener L0068 sii 0.6244,S08158,L0068,0.6244,08158
Scene S08158 listener L0085 sii 0.6828,S08158,L0085,0.6828,08158
Scene S08158 listener L0053 sii 0.627,S08158,L0053,0.627,08158
Scene S08159 listener L0036 sii 0.2614,S08159,L0036,0.2614,08159
Scene S08159 listener L0080 sii 0.2442,S08159,L0080,0.2442,08159
Scene S08159 listener L0074 sii 0.268,S08159,L0074,0.268,08159
Scene S08160 listener L0029 sii 0.7075,S08160,L0029,0.7075,08160
Scene S08160 listener L0098 sii 0.7077,S08160,L0098,0.7077,08160
Scene S08160 listener L0100 sii 0.7129,S08160,L0100,0.7129,08160
Scene S08161 listener L0092 sii 0.3523,S08161,L0092,0.3523,08161
Scene S08161 listener L0093 sii 0.5188,S08161,L0093,0.5188,08161
Scene S08161 listener L0048 sii 0.5959,S08161,L0048,0.5959,08161
Scene S08162 listener L0083 sii 0.385,S08162,L0083,0.385,08162
Scene S08162 listener L0086 sii 0.3844,S08162,L0086,0.3844,08162
Scene S08162 listener L0076 sii 0.3584,S08162,L0076,0.3584,08162
Scene S08163 listener L0061 sii 0.67,S08163,L0061,0.67,08163
Scene S08163 listener L0015 sii 0.6354,S08163,L0015,0.6354,08163
Scene S08163 listener L0001 sii 0.6839,S08163,L0001,0.6839,08163
Scene S08164 listener L0057 sii 0.6792,S08164,L0057,0.6792,08164
Scene S08164 listener L0058 sii 0.6493,S08164,L0058,0.6493,08164
Scene S08164 listener L0073 sii 0.5685,S08164,L0073,0.5685,08164
Scene S08165 listener L0026 sii 0.4971,S08165,L0026,0.4971,08165
Scene S08165 listener L0085 sii 0.5711,S08165,L0085,0.5711,08165
Scene S08165 listener L0047 sii 0.5365,S08165,L0047,0.5365,08165
Scene S08166 listener L0009 sii 0.6295,S08166,L0009,0.6295,08166
Scene S08166 listener L0011 sii 0.6074,S08166,L0011,0.6074,08166
Scene S08166 listener L0072 sii 0.5058,S08166,L0072,0.5058,08166
Scene S08167 listener L0031 sii 0.5248,S08167,L0031,0.5248,08167
Scene S08167 listener L0080 sii 0.5583,S08167,L0080,0.5583,08167
Scene S08167 listener L0051 sii 0.4919,S08167,L0051,0.4919,08167
Scene S08168 listener L0099 sii 0.4171,S08168,L0099,0.4171,08168
Scene S08168 listener L0082 sii 0.4533,S08168,L0082,0.4533,08168
Scene S08168 listener L0026 sii 0.3818,S08168,L0026,0.3818,08168
Scene S08169 listener L0027 sii 0.4022,S08169,L0027,0.4022,08169
Scene S08169 listener L0093 sii 0.4239,S08169,L0093,0.4239,08169
Scene S08169 listener L0012 sii 0.4145,S08169,L0012,0.4145,08169
Scene S08170 listener L0040 sii 0.5347,S08170,L0040,0.5347,08170
Scene S08170 listener L0081 sii 0.5875,S08170,L0081,0.5875,08170
Scene S08170 listener L0027 sii 0.6004,S08170,L0027,0.6004,08170
